Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"BP Infias";"Outro";"Vizela";"2,099 €";"BP";"Gasolina 98";"2025-02-10 13:25";"Braga";"EN 106 nº236";"Infias";"4815-071";41.39069;-8.31796
"BP MONCHIQUE";"Outro";"Monchique";"2,099 €";"BP";"Gasolina 98";"2025-02-10 13:30";"Faro";"E.N. 266";"MONCHIQUE";"8550-328";37.31109;-8.55654
"LIMA & LIMA, Lda";"Outro";"Póvoa de Varzim";"1,996 €";"Genérico";"Gasolina 98";"2025-02-10 13:55";"Porto";"Rua da Codixeira, n.º 159";"Aguçadoura";"4495-025";41.43083;-8.77771
"Petroalva";"Outro";"Penacova";"2,215 €";"PETROALVA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:00";"Coimbra";"Pinheiro Manso";"Silveirinho";"3360-259";40.3086;-8.192
"Cooperativa Agricola dos Lavradores do Vale do Mondego, CRL";"Outro";"Figueira da Foz";"2,100 €";"GALP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:00";"Coimbra";"Rotunda Aguiar de Carvalho";"Ferreira-a-Nova";"3090-446";40.23789;-8.73888
"Petromendes, Lda.";"Outro";"Pombal";"2,400 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:05";"Leiria";"Rua da Igreja nº47";"Meirinhas";"3105-245";39.84678;-8.69856
"Petromendes, Lda.";"Outro";"Pombal";"2,400 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:05";"Leiria";"E.N. 1-6-KM 8";"Catelaria";"3100-648";39.84721;-8.6033
"MANUEL JOSÉ BATISTA CORREIA";"Outro";"Santa Maria da Feira";"2,000 €";"ALVES BANDEIRA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:30";"Aveiro";"Rua Principal nº1448";"Sanguêdo";"4505-605";41.00847;-8.51565
"MANUEL JOSÉ BATISTA CORREIA";"Outro";"Santa Maria da Feira";"1,620 €";"ALVES BANDEIRA";"Gasóleo de aquecimento";"2025-02-10 14:30";"Aveiro";"Rua Principal nº1448";"Sanguêdo";"4505-605";41.00847;-8.51565
"Irmãos Teixeira, Lda.";"Outro";"Cantanhede";"2,300 €";"ALVES BANDEIRA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-10 14:30";"Coimbra";"ER 335-1, KM 4,6";"Corgo do Encheiro / Cadima";"3060-803";40.32314;-8.67743
"BP Pevidém";"Outro";"Guimarães";"2,099 €";"BP";"Gasolina 98";"2025-02-10 16:30";"Braga";"Rua João Pereira Fernandes";"Selho S. Jorge - Pevidem";"4835-324";41.42508;-8.35169
"BP Braga Imaculada";"Outro";"Braga";"2,099 €";"BP";"Gasolina especial 98";"2025-02-10 17:30";"Braga";"Av. Imaculada Conceição";"Braga";"4700-034";41.54516;-8.42397
"BP Palmeira";"Outro";"Braga";"2,099 €";"BP";"Gasolina especial 98";"2025-02-10 17:30";"Braga";"Av. do Cávado";"Palmeira";"4700-690";41.57374;-8.42381
"BP Lavra";"Outro";"Matosinhos";"2,099 €";"BP";"Gasolina especial 98";"2025-02-10 18:00";"Porto";"Rua Manuel Francisco Correia, 57-Lote 18B";"Lavra";"4455-237";41.24543;-8.72196
"Prio";"Outro";"Chaves";"1,560 €";"PRIO";"Gasóleo de aquecimento";"2025-02-10 20:30";"Vila Real";"EN 213 Nantes";"Quinta do Lombo - Vilar de Nantes";"5400-579";41.7221;-7.45758
"CLGF.LDA";"Outro";"Sabugal";"1,637 €";"FREITAS";"Gasóleo de aquecimento";"2025-02-10 21:30";"Guarda";"EN 324";"Cerdeira do Cõa";"6320-131";40.504503;-7.039097
"TF GEST PRISCOS";"Outro";"Braga";"2,049 €";"FREITAS";"Gasolina especial 98";"2025-02-10 22:00";"Braga";"Av. Padre Manuel Joaquim Rebelo (EN 14)";"Priscos";"4705-578";41.489271;-8.471435
"TFGEST BOUÇA";"Outro";"Mirandela";"2,039 €";"FREITAS";"Gasolina especial 98";"2025-02-10 23:30";"Bragança";" E.N 206";"Cruzamento da Bouça";"5385-032";41.64309;-7.20967
"Orlindo Crespo Pedrosa, Lda";"Outro";"Pombal";"1,650 €";"Genérico";"Gasóleo de aquecimento";"2025-02-11 00:00";"Leiria";"Av. Nossa Senhora da Guia, 87";"Guia";"3106-901";39.94898;-8.78389
"Orlindo Crespo Pedrosa, Lda";"Outro";"Pombal";"1,944 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 00:00";"Leiria";"Av. Nossa Senhora da Guia, 87";"Guia";"3106-901";39.94898;-8.78389
"BP SANTARÉM (Oeste)";"Auto-estrada";"Santarém";"2,134 €";"BP";"Gasolina especial 98";"2025-02-11 00:00";"Santarém";"A 1 Km 84";"Pernes";"2001-701";39.392989;-8.639981
"BP MEALHADA (Este)";"Auto-estrada";"Cantanhede";"2,134 €";"BP";"Gasolina especial 98";"2025-02-11 00:00";"Coimbra";"A 1 Km 204";"Cantanhede - Enxofães - Murtede";"3060-000";40.333264;-8.492511
"BP MEALHADA (Oeste)";"Auto-estrada";"Cantanhede";"2,134 €";"BP";"Gasolina especial 98";"2025-02-11 00:00";"Coimbra";"A 1 Km 204";"Cantanhede - Enxofães - Murtede";"3060-000";40.332836;-8.493683
"BP SANTARÉM (Este)";"Auto-estrada";"Santarém";"2,134 €";"BP";"Gasolina especial 98";"2025-02-11 00:00";"Santarém";"A 1";"Pernes";"2001-701";39.392178;-8.63767
"BP A2 SEIXAL";"Auto-estrada";"Seixal";"2,114 €";"BP";"Gasolina especial 98";"2025-02-11 00:00";"Setúbal";"A 2 Km 12";"Feijó";"2840-000";38.622476;-9.13369
"CONDEIXA-A-NOVA II (N/S)";"Outro";"Condeixa-a-Nova";"1,216 €";"CEPSA";"Gasóleo colorido";"2025-02-11 00:05";"Coimbra";"EN1 / IC2 Km 185,6";"Coimbra-B. Secos Sta Clara - Travaz";"3041-901";40.11471;-8.50334
"CEPSA Gondomar I";"Outro";"Gondomar";"1,681 €";"CEPSA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 00:05";"Porto";"Avenida da Carvalha, 662";"Fãnzeres";"4510-518";41.16555;-8.54403
"TFGEST AVESSADAS";"Outro";"Marco de Canaveses";"2,029 €";"FREITAS";"Gasolina especial 98";"2025-02-11 01:00";"Porto";"Av Santuario Menino Jesus de Praga Nº 809Estrada Nacional , 210KM 67500";"Avessadas";"4630-001";41.15211;-8.19202
"Auto-Lá, Lda";"Outro";"Celorico de Basto";"2,150 €";"PETRIN";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 06:00";"Braga";"Mondrões";"Borba da Montanha";"4890-108";41.37316;-8.08961
"PETROCARAMULO Lda.";"Outro";"Tondela";"2,300 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 07:00";"Viseu";"Av. Dr. Jerónimo de Lacerda n.º 1186";"Caramulo";"3475-046";40.57166;-8.17111
"TF GEST VALENÇA";"Outro";"Valença";"2,049 €";"FREITAS";"Gasolina especial 98";"2025-02-11 07:00";"Viana do Castelo";"E.N.201, Passos Cerdal";"Cerdal";"4930-106";41.972102;-8.640856
"Posto de Abastecimento Ponte de Vagos";"Outro";"Vagos";"2,500 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 10:00";"Aveiro";"Rua Principal";"Ponte de Vagos";"3840-326";40.47856;-8.67128
"Posto BP Resende Centro";"Outro";"Resende";"2,099 €";"BP";"Gasolina 98";"2025-02-11 10:30";"Viseu";"EN222, R. Seminário, s/n";"Resende";"4660-210";41.109461;-7.953167
"COMBSANTOS CHÃS DE TAVARES";"Outro";"Mangualde";"2,000 €";"PRIO";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 10:35";"Viseu";"EN 16, Nº 2, 3530-031 Chãs de Tavares\r\n";"Chãs de Tavares";"3530-031";40.618379;-7.614118
"COMBSANTOS PENEDONO";"Outro";"Penedono";"1,630 €";"SHELL";"Gasóleo de aquecimento";"2025-02-11 10:40";"Viseu";"EN 229";"Granja-Quinta da Picoila";"3630-113";41.01661;-7.404
"Posto Serzedo";"Outro";"Vila Nova de Gaia";"2,100 €";"PETROVAZ";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 10:40";"Porto";"Rua de S. Mamede E.N. 109-2";"Serzedo";"4405-508";41.04402;-8.62223
"PETRO LAMAS";"Outro";"Melgaço";"2,500 €";"FREITAS";"Gasolina de mistura (motores a 2 tempos)";"2025-02-11 11:35";"Viana do Castelo";"EN 202-3";"Lamas de Mouro";"4960-170";42.05191;-8.19449
"BP FAFE";"Outro";"Fafe";"2,099 €";"BP";"Gasolina especial 98";"2025-02-12 00:00";"Braga";"Rua Cidade de Guimarães";"Fafe";"4820-178";41.45328;-8.18658
"BP Portuzelo";"Outro";"Viana do Castelo";"2,300 €";"BP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-12 00:00";"Viana do Castelo";"Rua da Forneira, N.º 1";"Santa Marta de Portuzelo";"4925-059";41.70695;-8.78236
"BP Portuzelo";"Outro";"Viana do Castelo";"2,099 €";"BP";"Gasolina especial 98";"2025-02-12 00:00";"Viana do Castelo";"Rua da Forneira, N.º 1";"Santa Marta de Portuzelo";"4925-059";41.70695;-8.78236
"Campo de Besteiros";"Outro";"Tondela";"2,350 €";"BP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-12 00:05";"Viseu";"Av.ª Dr. Afonso Costa, Nº 784";"Campo de Besteiros";"3465-051";40.55375;-8.1327
"Campo de Besteiros";"Outro";"Tondela";"2,099 €";"BP";"Gasolina especial 98";"2025-02-12 00:05";"Viseu";"Av.ª Dr. Afonso Costa, Nº 784";"Campo de Besteiros";"3465-051";40.55375;-8.1327
"PA Galp - Lagoil";"Outro";"Coruche";"2,500 €";"GALP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-12 00:05";"Santarém";"Av.Luís de Camões";"Coruche";"2100-102";38.95619;-8.53016
"BP SÃO LAZARO";"Outro";"Bragança";"2,099 €";"BP";"Gasolina 98";"2025-02-12 12:00";"Bragança";"Av. do Sabor";"Bragança - S. Lázaro";"5300-000";41.812238;-6.742117
"PA CEPSA Portela - Requião";"Outro";"Braga";"1,988 €";"CEPSA";"Gasolina 98";"2025-02-13 00:00";"Braga";"AV. São Silvestre de Requião, Nº2561 – Famalicão";"Requião";"4770-460";41.41357;-8.46423
"Anibal Antunes Bandeira, Lda";"Outro";"Lousã";"2,059 €";"GALP";"Gasolina especial 98";"2025-02-13 00:05";"Coimbra";"EN 342 ao Km 8,75 (Variante Lousã-Miranda do Corvo)";"Lousã";"3200-133";40.11746;-8.28732
"Pegões Velhos";"Outro";"Palmela";"1,700 €";"CEPSA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-14 00:05";"Setúbal";"EN 4 Km 35.400 Marateca";"Asseiceira";"2965-281";38.68436;-8.710911
"PETROCARREIRA";"Outro";"Barcelos";"1,610 €";"Genérico";"Gasóleo de aquecimento";"2025-02-14 07:00";"Braga";"EN 204 (Rua de Pigeiros n.º 660)";"Carreira";"4775-064";41.48656;-8.5663
"PETROCARREIRA";"Outro";"Barcelos";"2,700 €";"Genérico";"Gasolina de mistura (motores a 2 tempos)";"2025-02-14 07:00";"Braga";"EN 204 (Rua de Pigeiros n.º 660)";"Carreira";"4775-064";41.48656;-8.5663
"Franklim Prata, Lda";"Outro";"Ovar";"2,019 €";"GALP";"Gasolina 98";"2025-02-15 00:00";"Aveiro";"Rua de Gondosende nº1565";"Esmoriz";"3885-500";40.973;-8.6094
"Combustíveis 222";"Outro";"São João da Pesqueira";"1,980 €";"GALP";"Gasolina 98";"2025-02-15 05:00";"Viseu";"EN 222 Km 163,5(Rua da Praça nº 47)";"Ervedosa do Douro";"5130-072";41.1638;-7.47092
"Posto Lampião";"Outro";"Penacova";"2,150 €";"FREITAS";"Gasolina de mistura (motores a 2 tempos)";"2025-02-16 00:00";"Coimbra";"Estrada Nacional 2, Azenha do Rio";"Penacova";"3360-172";40.269732;-8.272313
"TFGEST MARTIM";"Outro";"Barcelos";"2,039 €";"FREITAS";"Gasolina especial 98";"2025-02-16 23:00";"Braga";"EN 103";"Avenida de Martim, 1166";"4755-313";41.533558;-8.511217
"MARINHA GRANDE";"Outro";"Marinha Grande";"2,099 €";"BP";"Gasolina 98";"2025-02-17 00:00";"Leiria";"Av. Dr. José Henriques Vareda, nº 8";"Marinha Grande";"2430-307";39.74602;-8.93484
"CEPSA - SOUSELAS";"Outro";"Coimbra";"2,023 €";"CEPSA";"Gasolina especial 98";"2025-02-17 00:00";"Coimbra";"Rua dos Troviscais nº 32";"Souselas";"3020-886";40.296539;-8.418406
"TF GEST VILA COVA A";"Outro";"Barcelos";"2,039 €";"FREITAS";"Gasolina especial 98";"2025-02-17 06:00";"Braga";"EN 103-1 Km 9.175 (av.do Banho)";"Vila Cova - Lugar do Banho";"4750-792";41.533767;-8.722282
"TFGEST ANTAS";"Outro";"Vila Nova de Famalicão";"2,039 €";"FREITAS";"Gasolina especial 98";"2025-02-17 06:00";"Braga";"Rua José Freitas Dias, 2093";"Santiago de Antas";"4760-022";41.392755;-8.511456
"OLIVEIROIL";"Outro";"Leiria";"1,640 €";"GALP";"Gasóleo de aquecimento";"2025-02-17 07:05";"Leiria";"EN109 Km 152,9 edif.63";"Montijos - Monte Redondo";"2425-618";39.88039;-8.83801
"OLIVEIROIL";"Outro";"Leiria";"2,509 €";"GALP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-17 07:05";"Leiria";"EN109 Km 152,9 edif.63";"Montijos - Monte Redondo";"2425-618";39.88039;-8.83801
"BP ALPIARÇA";"Outro";"Alpiarça";"2,099 €";"BP";"Gasolina 98";"2025-02-17 09:00";"Santarém";"Largo Dr. José António Simões nº 1";"Alpiarça";"2090-000";39.26077;-8.58368
"ENCANTANGULAR COMBUSTIVEIS";"Outro";"Felgueiras";"2,049 €";"CEPSA";"Gasolina especial 98";"2025-02-17 09:35";"Porto";"Lugar de Rapadiça";"Revinhade";"4650-373";41.33841;-8.26672
"TFUEL - MELIDES";"Outro";"Grândola";"2,129 €";"BP";"Gasolina especial 98";"2025-02-17 11:00";"Setúbal";"Cruzamento de Vale Figueira";"Melides";"7570-756";38.14152;-8.73625
"TFUEL - VILA NOVA MILFONTES";"Outro";"Odemira";"1,889 €";"TFUEL";"Gasolina 98";"2025-02-17 11:00";"Beja";"Portinho do Canal";"Vila Nova de Milfontes";"7645-238";37.73713;-8.79787
"Novais & Ferreira";"Outro";"Barcelos";"2,159 €";"ESSO";"Gasolina de mistura (motores a 2 tempos)";"2025-02-17 11:30";"Braga";"EM 306";"Lugar da Portela - Góios";"4755-247";41.475166;-8.632308
"DISOL, LDA";"Outro";"Tomar";"3,000 €";"GALP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-17 15:05";"Santarém";"Porto da Lage, 47";"Porto da Lage";"2305-430";39.57783;-8.46806
"CEPSA LORDELO";"Outro";"Paredes";"2,316 €";"CEPSA";"Gasolina de mistura (motores a 2 tempos)";"2025-02-18 13:00";"Porto";"EN 209 nº 3871";"Lordelo";"4584-908";41.239;-8.416
"PRIO A16 - SINTRA (nascente)";"Auto-estrada";"Sintra";"1,614 €";"PRIO";"Gasóleo simples";"2025-02-21 02:35";"Lisboa";"A16 Lanço Lourel (IC16) / Ranholas (IC19) km 9,500 Lado Nascente";"Sintra";"2710-738";38.7928;-9.35789
"PRIO Castanheira Truck ";"Outro";"Vila Franca de Xira";"1,614 €";"PRIO";"Gasóleo simples";"2025-02-21 02:40";"Lisboa";"R. do Carril, Barroca";"Castanheira do Ribatejo";"2600-621";39.000894;-8.968787
"PRIO A25 Aveiro - Praias";"Auto-estrada";"Ílhavo";"1,754 €";"PRIO";"Gasóleo simples";"2025-02-21 02:40";"Aveiro";"Autoestrada A25 Km 4,0";"Gafanha da Nazaré";"3830-751";40.628321;-8.70677
"PRIO Alvaiázere Oeste (A13)";"Auto-estrada";"Alvaiázere";"1,614 €";"PRIO";"Gasóleo simples";"2025-02-21 02:45";"Leiria";"A13 - Avelar Sul / Lanço Tomar (Autoestrada do Pinhal Interior)\nKm 26\n";"Vila de Maçãs De Dona Maria";"3250-275";39.8795;-8.34328
"PRIO Alvaiázere Este (A13)";"Auto-estrada";"Alvaiázere";"1,754 €";"PRIO";"Gasóleo simples";"2025-02-21 02:45";"Leiria";"A13 - Lanço Tomar / Avelar Sul - Km 26";"Maçãs de Dona Maria";"3250-275";39.879639;-8.342139
"PRIO Porto Alto (Sul)";"Outro";"Benavente";"1,754 €";"PRIO";"Gasóleo simples";"2025-02-21 03:00";"Santarém";"EN 10 Km 108,700";"Porto Alto";"2135-006";38.91765;-8.87027
"P50 - Q8 Marinhais";"Outro";"Salvaterra de Magos";"1,854 €";"PRIO";"Gasolina especial 98";"2025-02-21 03:35";"Santarém";"Estrada Nacional 367, n.º 438 ";"Marinhais";"2125-121";39.049244;-8.708553
"OZ ENERGIA - GRAÇA";"Outro";"Lisboa";"2,049 €";"OZ Energia";"Gasolina 98";"2025-02-21 11:00";"Lisboa";"Rua da Graça 2-D";"Lisboa";"1170-169";38.72117;-9.13015
"OZ ENERGIA - MIRANDELA";"Outro";"Mirandela";"0,955 €";"OZ Energia";"GPL Auto";"2025-02-21 11:00";"Bragança";"Estrada Nacional 15";"Lugar do Espinheiral";"5370-552";41.479494;-7.205538
"José Freitas, Lda.";"Outro";"Amarante";"2,019 €";"GALP";"Gasolina 98";"2025-02-23 10:05";"Porto";"Rua dos Pinheiros Mansos";"Rotunda S.Lázaro-Amarante";"4600-301";41.27238;-8.08932
"Clarisse & Rodrigues";"Outro";"Porto de Mós";"2,040 €";"GALP";"Gasolina 98";"2025-02-24 00:00";"Leiria";"Rua Comendador J. Coelho da Silva,51";"Juncal";"2480-353";39.599722;-8.895833
"BP Abrantes";"Outro";"Abrantes";"2,084 €";"BP";"Gasolina 98";"2025-02-24 06:15";"Santarém";"Av. António Farinha Pereira, Nº 1212";"Alferrarede";"2200-024";39.48167;-8.18716
"BP Montijo (Rotunda)";"Outro";"Montijo";"2,084 €";"BP";"Gasolina 98";"2025-02-24 08:45";"Setúbal";"Alto das Vinhas Grandes";"Montijo";"2870-028";38.707297;-8.944502
"BP - Aguiar da Beira";"Outro";"Aguiar da Beira";"1,594 €";"BP";"Gasóleo de aquecimento";"2025-02-24 09:00";"Guarda";"EN 229";"Qta Lameiras - Pinheiro";"3570-180";40.7878039928;-7.5922880091
"Atalaia";"Outro";"Alenquer";"1,903 €";"Genérico";"Gasolina 98";"2025-02-24 17:00";"Lisboa";"Rua Damião de Góis, n.º 6";"Atalaia";"2580-401";39.11641;-9.09365
"Coast Splendor";"Outro";"Loulé";"2,084 €";"BP";"Gasolina 98";"2025-02-25 10:30";"Faro";"Avenida Vilamoura XXI";"Benfarras";"8125-406";37.11425;-8.118029
"GASPE Murtosa";"Outro";"Murtosa";"2,025 €";"GASPE";"Gasolina 98";"2025-02-25 12:20";"Aveiro";"Rua António José Freitas Guimarães";"Pardelhas";"3870-208";40.76189;-8.63703
"GASPE Mogo de Ansiães";"Outro";"Carrazeda de Ansiães";"2,025 €";"GASPE";"Gasolina 98";"2025-02-25 12:20";"Bragança";"Belver";"Mogo de Ansiães";"5140-031";41.26413;-7.25504
"FRANCISCO BARRETO & IRMÃO,LDA";"Outro";"Penamacor";"1,659 €";"GALP";"Gasóleo de aquecimento";"2025-02-26 00:00";"Castelo Branco";"EN 233 Km 68,162";"Águas";"6090-017";40.1087;-7.223491
"POSTO ABASTECIMENTO LEAL-GALP BALTAR";"Outro";"Paredes";"2,100 €";"GALP";"Gasolina de mistura (motores a 2 tempos)";"2025-02-26 02:30";"Porto";"Av Bombeiros Voluntários, 776, BALTAR";"BALTAR";"4585-015";41.18811;-8.37891
"METAL SOARES RODRIGUES IRMÃOS LDA";"Outro";"Loures";"2,004 €";"GALP";"Gasolina 98";"2025-02-27 00:00";"Lisboa";"EN 115-5 Km 1,8";"São Julião do Tojal";"2670-830";38.860592;-9.118102
"Garagem da Bela Vista,Lda";"Outro";"Vila Franca de Xira";"2,054 €";"GALP";"Gasolina 98";"2025-02-27 00:05";"Lisboa";"EN 10 nº58 a 68 (km 133,28)";"Póvoa de Santa Iría";"2625-122";38.86256;-9.06379
"J. Pisco-Combustiveis,Lda";"Outro";"Ourém";"2,250 €";"AZORIA";"Gasolina de mistura (motores a 2 tempos)";"2025-03-03 00:00";"Santarém";"Rua Principal";"Castelejo";"2435-525";39.720153;-8.473184
"PONTE DE LIMA - ARCOZELO";"Outro";"Ponte de Lima";"2,059 €";"BP";"Gasolina 98";"2025-03-03 00:00";"Viana do Castelo";"EN 306 (Lg Faldejães) Km 20,8";"Arcozelo";"4990-240";41.782935;-8.586266
"SOBREIRA";"Outro";"Paredes";"1,963 €";"CEPSA";"Gasolina 98";"2025-03-03 00:00";"Porto";"Rua do Arco nº165";"Sobreira";"4585-689";41.15292;-8.39467
"ÁGUEDA";"Outro";"Águeda";"1,617 €";"CEPSA";"Gasóleo de aquecimento";"2025-03-03 00:00";"Aveiro";"Rua João Baptista";"Travassó";"3750-755";40.59418;-8.49829
"BP ZONA INDUSTRIAL";"Outro";"Caldas da Rainha";"2,059 €";"BP";"Gasolina especial 95";"2025-03-03 00:00";"Leiria";"Rua  Infante D. Henrique, Casal do Barreiros";"Caldas da Rainha";"2500-290";39.417243;-9.151295
"AB Fonseca - Produtos BP";"Outro";"Leiria";"2,200 €";"BP";"Gasolina de mistura (motores a 2 tempos)";"2025-03-03 00:25";"Leiria";"Estrada dos Pinheiros, 550";"Covinhas - Marrazes";"2415-566";39.76685;-8.79344
"BP MOGADOURO";"Outro";"Mogadouro";"2,109 €";"BP";"Gasolina 98";"2025-03-03 07:00";"Bragança";"Recta de Vale da Madre";"Mogadouro";"5200-216";41.353201;-6.707939
"BASTOS & BASTOS COBUSTIVEIS LDA";"Outro";"Sever do Vouga";"2,059 €";"BP";"Gasolina 98";"2025-03-03 07:00";"Aveiro";"CASTELÕES - SILVA ESCURA - SEVER DO VOUGA";"Castelões";"3740-316";40.75491;-8.37639
"Amadeu Gonçalves Cura ";"Outro";"Oliveira do Hospital";"2,200 €";"ALVES BANDEIRA";"Gasolina de mistura (motores a 2 tempos)";"2025-03-03 15:00";"Coimbra";"Variante de Lagares da Beira";"Lagares da Beira";"3405-155";40.39781;-7.84929
"BP AMARANTE";"Outro";"Amarante";"2,064 €";"BP";"Gasolina 98";"2025-03-04 12:00";"Porto";"Lugar do Salto";"S.Gonçalo ";"4600-281";41.27545;-8.08218
"BP FELGUEIRAS";"Outro";"Felgueiras";"2,064 €";"BP";"Gasolina 98";"2025-03-04 12:00";"Porto";"Estr. EN207 - Lameiro Morto-Friande-Felgueiras";"Friande ";"4610-318";41.3768;-8.17425
"LORDELO";"Outro";"Guimarães";"2,064 €";"BP";"Gasolina 98";"2025-03-04 12:00";"Braga";"EN 105 nº 940";"Lordelo";"4815-135";41.37303;-8.35895
"BP BARCELOS-UCHA ";"Outro";"Barcelos";"2,064 €";"BP";"Gasolina 98";"2025-03-04 12:05";"Braga";"Lugar do Crasto EN 205 km 33,3";"Ucha S. Romão";"4750-767";41.57259;-8.52383
"BP BARCELOS-UCHA ";"Outro";"Barcelos";"1,794 €";"BP";"Gasolina simples 95";"2025-03-04 12:05";"Braga";"Lugar do Crasto EN 205 km 33,3";"Ucha S. Romão";"4750-767";41.57259;-8.52383
"Cepsa- BRAGANÇA II";"Outro";"Bragança";"1,500 €";"CEPSA";"Gasóleo de aquecimento";"2025-03-05 09:15";"Bragança";"Av. Cidade da Zamora";"Bragança";"5300-111";41.807056;-6.754673
"BP Vila Viçosa";"Outro";"Vila Viçosa";"1,674 €";"Genérico";"Gasóleo de aquecimento";"2025-03-10 00:00";"Évora";"Zona Industrial, Lote 231";"Vila Viçosa";"7160-000";38.76804;-7.41838
"VIRLIS - COM. AUTOMOVEIS, LDA";"Outro";"Mogadouro";"1,969 €";"GALP";"Gasolina 98";"2025-03-10 00:30";"Bragança";"Largo do Santo Cristo";"Mogadouro";"5200-000";41.34261;-6.71051
"LOURES";"Outro";"Loures";"2,019 €";"BP";"Gasolina 98";"2025-03-10 08:50";"Lisboa";"Rua da Républica nº 24, A e B";"Loures";"2670-469";38.828503;-9.164711
"Combustiveis Videira e Filhos Lda";"Outro";"Vila Nova de Foz Côa";"2,600 €";"ALVES BANDEIRA";"Gasolina de mistura (motores a 2 tempos)";"2025-03-10 09:45";"Guarda";"EN 102 Km 78,8";"Vila Nova de Foz Côa";"5150-644";41.06952;-7.15511
"ESMORIZ";"Outro";"Ovar";"2,019 €";"BP";"Gasolina 98";"2025-03-10 09:45";"Aveiro";"Av. 29 de Março nº 667";"Esmoriz";"3885-517";40.956103;-8.626604
"Combustiveis Videira e Filhos Lda";"Outro";"Vila Nova de Foz Côa";"1,759 €";"ALVES BANDEIRA";"Gasolina especial 95";"2025-03-10 09:45";"Guarda";"EN 102 Km 78,8";"Vila Nova de Foz Côa";"5150-644";41.06952;-7.15511
"VIA-MEIXOMIL";"Outro";"Paços de Ferreira";"2,200 €";"VIA";"Gasolina de mistura (motores a 2 tempos)";"2025-03-10 10:50";"Porto";"Av. do Paço, nº 201";"Meixomil";"4595-213";41.27162;-8.40454
"VIA-CONDE VIZELA";"Outro";"Santo Tirso";"2,200 €";"VIA";"Gasolina de mistura (motores a 2 tempos)";"2025-03-10 10:50";"Porto";"Avenida Conde Vizela";"Vila das Aves";"4795-004";41.35959;-8.40299
"BP Mem Martins";"Outro";"Sintra";"1,709 €";"BP";"Gasóleo simples";"2025-03-10 12:25";"Lisboa";"Avenida Almirante Gago Coutinho, parcela b";"Mem Martins";"2725-320";38.799699;-9.356565
"BP VILAMOURA";"Outro";"Loulé";"2,019 €";"BP";"Gasolina 98";"2025-03-10 14:40";"Faro";"EM 526";"Vilamoura - Retorta";"8125-302";37.115239;-8.150029
"Melgaço";"Outro";"Melgao";"1,973 €";"CEPSA";"Gasolina 98";"2025-03-10 14:55";"Viana do Castelo";"Corsães - Roussas";"Roussas";"4960-355";42.10617;-8.25716
"GASPE-Eduardo A Gonçalves Lda";"Outro";"Mirandela";"1,910 €";"GASPE";"Gasolina 98";"2025-03-10 16:05";"Bragança";"EN15 - Lugar do Espinheiral - Saida Mirandela Oeste";"Mirandela";"5370-552";41.47887;-7.20499
